ID,Question,Intent
017_0022,When is the open window for applying for this master?,Applications
018_0022,For entering the master should I provide my ID?,Applications
019_0022,Which are the factors that you take into account for choosing the entering students?,Applications
020_0022,Does my degree GPA count for this master?,Applications
021_0022,Is there a thresold for my uni GPA for entering the master?,Applications
022_0022,Is there a personal interview being held before the announcement of the results?,Applications
023_0022,Should I send you by email any document for the application?,Applications
024_0022,What is the selection process for AIDL?,Applications
025_0022,Could you please inform me about the selection process?,Applications
026_0022,For which factors will I be graded in the interview?,Applications
027_0022,How can I apply for the Artificial Intelligence and Deep Learning Master?,Applications
028_0022,How could I enter this Master program?,Applications
029_0022,Can I still apply for this Master?,Applications
030_0022,When do the applications start?,Applications
031_0022,When can I apply for this master?,Applications
032_0022,Are the applications available ?,Applications
033_0022,How can I contact the campus?,Contact
034_0022,Can I contact with the uni?,Contact
035_0022,Do you have any contact information?,Contact
036_0022,Can I contact with the university,Contact
037_0022,Can contact the secretary?,Contact
038_0022,Where can I call to ask some questions regarding the master?,Contact
039_0022,Is there any email or telephone that I could contact to get some info about the Master?,Contact
040_0022,Where is the Master taking place?,Contact
041_0022,What is the adress of the uni?,Contact
042_0022,Where do the courses take place?,Contact
043_0022,I would like to speak with someone to get some information about the courses,Contact
044_0022,I would like to speak with someone to ask some questions about the Master,Contact
045_0022,What time of the day can I call the secretary?,Contact
046_0022,Is the secretary open in the afternoon?,Contact
047_0022,Where is the University?,Contact
048_0022,I do not understand I would like to speak with someone,Contact
049_0022,Can you please pass me some contact information?,Contact
050_0022,What is the timetable of the secretary?,Contact
051_0022,In which building in University is the master ?,Contact
052_0022,Is there a map to find the Uni?,Contact
053_0022,Is there any map for finding the place of the lectures?,Contact
054_0022,Do you have any contact form?,Contact
055_0022,Is there available any form for contacting the secretary?,Contact
056_0022,I would like to call someone from the University to ask some questions,Contact
057_0022,I want to speak with an assisant,Contact
058_0022,I want some extra guidance is anyone available,Contact
059_0022,I don’t want to speak with a bot can I speak with a real person guidance?,Contact
060_0022,Where is the contact telephone?,Contact
061_0022,Which is the contact email?,Contact
062_0022,Where is the contact form to fill?,Contact
063_0022,Is secretary open by 9 in the morning?,Contact
064_0022,Where is the curriculum of this Master?,Curriculum
065_0022,Where is the curriculum for AIDL?,Curriculum
066_0022,How many ECT does each course have?,Curriculum
067_0022,How many ECT does the master have?,Curriculum
068_0022,I would like to have some information about ECT for all the courses.,Curriculum
069_0022,Which courses does each semester have?,Curriculum
070_0022,Can I have the codes of each course?,Curriculum
071_0022,What are the courses of this master?,Curriculum
072_0022,How many ECT does AI Today have?,Curriculum
073_0022,What is the structure of this master ?,Curriculum
074_0022,Which are the specialty courses?,Curriculum
075_0022,What are the two Minors?,Curriculum
076_0022,Which courses does each Minor have?,Curriculum
077_0022,Is NLP in the Minor of Cognitive Systems?,Curriculum
078_0022,Why courses exist in Minor Cognitive Systems?,Curriculum
079_0022,Which courses does Minor Autonomous System include?,Curriculum
080_0022,How much ECT is for the Master Thesis?,Curriculum
081_0022,Do I have courses in third Semester?,Curriculum
082_0022,Which are the mandatory courses for the second Semester?,Curriculum
083_0022,How many courses does this master have in total?,Curriculum
084_0022,How many ECT does Autonomous vehicles and drones have?,Curriculum
085_0022,Can I calculate my ECT based on the courses I have passed?,Curriculum
086_0022,How many optional courses do I have to choose?,Curriculum
087_0022,Is there any course about NLP?,Curriculum
088_0022,Is there any course about Physics?,Curriculum
089_0022,Do we study Mathematics in this Master?,Curriculum
090_0022,What kind of Mathematics do we study?,Curriculum
091_0022,What is the content of AIDL_01?,Curriculum
092_0022,What will we learn in AIDL_02?,Curriculum
093_0022,Where can I find the projects need to be done in this semester?,Curriculum
094_0022,Where can we find the syllabus of courses?,Curriculum
095_0022,What is the main  content of Deep Learning Course ?,Curriculum
096_0022,Who are the instructors of Fundamentals of AI and ML?,Curriculum
097_0022,What will we be teached in AI TODAY?,Curriculum
098_0022,What is the master thesis?,Curriculum
099_0022,Where can I find the course content for the Minors?,Curriculum
100_0022,Where can I find more information about Autonomous Systems?,Curriculum
101_0022,Where can I find info about the Minor in Cognitive Systems?,Curriculum
102_0022,Do I get ETC from thesis?,Curriculum
103_0022,Is there any timetable for the winter semester?,Schedule
104_0022,Is there any timetable for the spring semester?,Schedule
105_0022,"
Where is the Signal Processing, Pattern Recognition & Machine Learning being teached?",Schedule
106_0022,Where is the Artificial Intelligence in healthcare and biometrics?,Schedule
107_0022,In which Room should I go for Knowledge Representation & Big Data,Schedule
108_0022,Where are the schedules?,Schedule
109_0022,I want to check the schedule please!,Schedule
110_0022,Where is the full Winter Schedule?,Schedule
111_0022,Where is the final Spring Schedule?,Schedule
112_0022,Where is the Room Planning?,Schedule
113_0022,Where can I get some info about the Room the lectures are taken place?,Schedule
114_0022,When do we have holiday?,Schedule
115_0022,When is there bank holidays?,Schedule
116_0022,When is the examination period?,Schedule
117_0022,How many weeks is the Spring Semester?,Schedule
118_0022,Is there any timetable for the courses?,Schedule
119_0022,When do we have Advanced Topics in Deep Learning?,Schedule
120_0022,Can I download from somewhere the Schedules as pdf?,Schedule
121_0022,"When do we have Research Methodology, ethics and personal data protection?",Schedule
122_0022,When do we have NLP?,Schedule
123_0022,Where are the hours of the teached courses on the website?,Schedule
124_0022,Is there any timetable for the second semester?,Schedule
125_0022,When is the Course of Fidakis?,Schedule
126_0022,When do we have the course of Kasnesis?,Schedule
127_0022,Are there any day offs from the Master?,Schedule
128_0022,Are there any days within the semester that we do not have classes?,Schedule
129_0022,Why room is planned for the courses?,Schedule
130_0022,How many months is the Winter Semester?,Schedule
131_0022,When is the course Platforms for AI and Python Programming planned?,Schedule
132_0022,"At which time and day do we have Signal Processing, Pattern Recognition & Machine Learning?",Schedule
133_0022,Could you let me know about the time of Knowledge Representation &Big Data?,Schedule
134_0022,Is NLP course on Mondays or Fridays?,Schedule
135_0022,Is Fidakis lesson in the morning or afternoon?,Schedule
136_0022,Are the courses in the morning?,Schedule
137_0022,When are the courses?,Schedule
138_0022,Is Advanced Topics in AI from Winter Semester in the afternoon at 6?,Schedule
139_0022,Where can I find the application forms?,Documents
140_0022,Where can I find the application for graduation?,Documents
141_0022,where can I download  the application for semester extention for the submission of MSc thesis,Documents
142_0022,Where can I modify my courses selection?,Documents
143_0022,How can I ask for an extyra semester for my thesis?,Documents
144_0022,Where can iI apply for the graduation?,Documents
145_0022,Should I do anything for graduation?,Documents
146_0022,Where can I download the graduation form?,Documents
147_0022,Where can I download the courses modification form?,Documents
148_0022,Is it possible to ask for an extention in my thesis?,Documents
149_0022,Where are the regulation docs?,Documents
150_0022,Where can I find the authorization documents?,Documents
151_0022,I want to submit my proposal for my Thesis where can I do this?,Documents
152_0022,Where can I find the Template for a cover page of an assignment?,Documents
153_0022,Is there any specific form of the cover of the assignments?,Documents
154_0022,I want to submit my thesis for evaluation,Documents
155_0022,What is the final format of the title of the cover page?,Documents
156_0022,"I want to get all the information about MSc thesis (regultions, docs) please.",Documents
157_0022,Is it possible to apply for a graduation online?,Documents
158_0022,Can I find somewhere the evaluation standards for MSc Thesis?,Documents
159_0022,Is it possible to extend the Master Thesis period?,Documents
160_0022,Where is the official Regulation for this master placed?,Documents
161_0022,Where is the Official Government Gazette that refers to this master?,Documents
162_0022,Where is the Official Government Gazette of AIDL?,Documents
163_0022,Should the assignments follow a specific form for this Master?,Documents
164_0022,Where is the regulation about the final Thesis?,Documents
165_0022,Where are the legal regulations of this Master,Documents
166_0022,I would like to check all the related papers or docs for this Master,Documents
167_0022,I would like to apply for my Master Thesis Please!,Documents
168_0022,Is it possible to apply for the graduation here?,Documents
169_0022,What documents should I have for the last semester of the studies?,Documents
170_0022,Where can I get informed about the regulations of this master,Documents
171_0022,What are the Rules of this master?,Documents
172_0022,How much should I pay for this Master program?,Fees
173_0022,What is the price of AIDL Master?,Fees
174_0022,Is this Master free?,Fees
175_0022,What is the fee of this Program?,Fees
176_0022,How much is the cost of each semester?,Fees
177_0022,When do we have to pay for the Master fees?,Fees
178_0022,Which is the Total Price of this Master?,Fees
179_0022,My parents have low income does this affect the amount I have to pay?,Fees
180_0022,Is the purchase usually made in instalments ?,Fees
181_0022,Can I pay in instalments?,Fees
182_0022,How many are the instalments for paying this course?,Fees
183_0022,Should I pay per course?,Fees
184_0022,Is there a price per course?,Fees
185_0022,Is there a price per semester?,Fees
186_0022,Are we paying the whole amount in the beginning of the Master?,Fees
187_0022,Is the tuition fee 3000 euros ofr AIDL?,Fees
188_0022,Does each course have a specific price?,Fees
189_0022,Should I pay per month or per year for this master?,Fees
190_0022,Should I pay all the amount once?,Fees
191_0022,Can I pay all the amount once?,Fees
192_0022,How much is the second dose for AIDL?,Fees
193_0022,How much should I pay for the second semester?,Fees
194_0022,How much is the first amount I have to pay when I enter this master?,Fees
195_0022,Can I get a discount for this master?,Fees
196_0022,Is there any official discount for anyone applying for the Master?,Fees
197_0022,How much is the discount I can get for this MasteR?,Fees
198_0022,Which are the official Instructors of this Master?,Instructors
199_0022,Which are the instructors of the project?,Instructors
200_0022,What are the professors of the AIDL?,Instructors
201_0022,Where can I find who is teaching each course?,Instructors
202_0022,Where can I find the lecturers of this program?,Instructors
203_0022,I would like to see on a list all the instructors.,Instructors
204_0022,What course is C. Patrikakis teaching?,Instructors
205_0022,Which courses does Kasnesis teach?,Instructors
206_0022,Where can I find more info about Kasnesis?,Instructors
207_0022,Who teaches the Mathematics course?,Instructors
208_0022,Can I get some info about Vassiliadis Savas?,Instructors
209_0022,Can I find some info about Paraskevi Zacharia?,Instructors
210_0022,Is Matsopoulos teaching biometrics?,Instructors
211_0022,I want to find a professor for my master thesis,Instructors
212_0022,Who is Miichalis Feidakis?,Instructors
213_0022,Who is teaching Wearables?,Instructors
214_0022,Who is teaching Wearables and affective Computing?,Instructors
215_0022,Who is teaching AIDL_B_CS03?,Instructors
216_0022,Who is the lecturer of Deep Learning?,Instructors
217_0022,Where can I find the email of the professors?,Instructors
218_0022,Where can I contact the lecturers?,Instructors
219_0022,How can I contact Kasnesis?,Instructors
220_0022,How can I contact Leligou?,Instructors
221_0022,How can I contact Fidakis?,Instructors
222_0022,Is there any personal page of the lecturers?,Instructors
223_0022,Where can I find the research and studies of the Instructors?,Instructors
224_0022,Who is dealing with autonomous vehicles?,Instructors
225_0022,Who is dealing with computer vision?,Instructors
226_0022,Are there any women teaching this master?,Instructors
227_0022,How many women are teaching this master?,Instructors
228_0022,What is the gender distribution of the lecturers?,Instructors
229_0022,In which lab is Georgios Priniotakis?,Instructors
230_0022,What is the domain expertise of Kasnesis?,Instructors
231_0022,What is the experience of Leligou?,Instructors
232_0022,Who is the director of the Master?,Instructors
233_0022,I want to read some information about Patrikakis resume.,Instructors
234_0022,Are there any lecturers coming from abroad?,Invited
235_0022,Are there any invited lecturers?,Invited
236_0022,Where can I find who is teaching as an invited professor?,Invited
237_0022,I would like to read some information about the lecturers coming from other unis,Invited
238_0022,There was a lecturer coming for a workshop in Deep Learning where can I find his name?,Invited
239_0022,Which are the invited instructors for this year?,Invited
240_0022,Where can I find some contact information about the invited lecturer Neeli Prasad?,Invited
241_0022,Is there a list of all the invited lecturers?,Invited
242_0022,I would like to know if there are any lecturers coming only for workshops,Invited
243_0022,I would like to find the lecturers that are invited for this program,Invited
244_0022,Are the any lecturers invited for the courses?,Invited
245_0022,Are the guest lecturers announced?,Invited
246_0022,How many are the invited lecturers?,Invited
247_0022,Which are the the guest professors?,Invited
248_0022,Is any invited lecturer from Europe invited?,Invited
249_0022,Are there any additional instructors for this Master out of UNIWA?,Invited
250_0022,Is there any lecturer from America teaching in any semester?,Invited
251_0022,I would like to ask about the invited lecturers coming to this Semester?,Invited
252_0022,Who is planned to come and teach as from Abroad?,Invited
253_0022,I would like to check if I have passed all the courses from the previous semester,Registry
254_0022,Where is the student portal?,Registry
255_0022,Where Is the student profile?,Registry
256_0022,Where can I check about my grades?,Registry
257_0022,Where can I find my courses?,Registry
258_0022,Where can I find the courses I have selected for this semester?,Registry
259_0022,Where can I see the courses I am registered?,Registry
260_0022,Where are the grades of this examination period?,Registry
261_0022,Is there a Master portal?,Registry
262_0022,Where can I register for the semester?,Registry
263_0022,Where can I see the average grade I have gained?,Registry
264_0022,Where can I find the Final grade I own?,Registry
265_0022,Where can I check how many ECTs I have collected so far?,Registry
266_0022,Where should I choose for a Minor ?,Registry
267_0022,Where should I choose for courses in this semester?,Registry
268_0022,Where can I see all my trials in examination periods?,Registry
269_0022,Where can I see my Funding?,Registry
270_0022,Is there a website to find personalised info?,Registry
271_0022,Where can I find the courses that I am enrolled?,Registry
272_0022,Which are the courses that I can enroll,Registry
273_0022,Where can I check If I am enrolled?,Registry
274_0022,I would like to do my PHD,Irrelevant
275_0022,Can I do my PHD?,Irrelevant
276_0022,Can I apply for the Engish Courses?,Irrelevant
277_0022,Where can I find about the Physics Master?,Irrelevant
278_0022,Can I apply for Easmus here?,Irrelevant
279_0022,This bot is not good,Irrelevant
280_0022,What is the best Master to do as a Mechanical Enginner?,Irrelevant
281_0022,I want to apply for a PHD,Irrelevant
282_0022,Where can I find the Library?,Irrelevant
283_0022,How can I enroll to the Library?,Irrelevant
284_0022,Does the campus have a restaurant?,Irrelevant
285_0022,When does the restaurant of the campus close?,Irrelevant
286_0022,Is there any gym in the Campus,Irrelevant
287_0022,Are there any sports activities available for the students?,Irrelevant
288_0022,Can I find a dataset ?,Irrelevant
289_0022,What is your favourite ice crea?,Irrelevant
290_0022,You suck,Irrelevant
291_0022,Are you a bot?,Irrelevant
292_0022,lalalalala,Irrelevant
293_0022,Who are you?,Irrelevant
294_0022,Can I ask questions here?,Irrelevant
295_0022,I am not a good person,Irrelevant
296_0022,How are you?,Irrelevant
297_0022,Where are you man?,Irrelevant
298_0022,I am lelodlafgfvxsnx,Irrelevant
299_0022,I don’t want to speak with a robot,Irrelevant
001_0024,How much does the programme cost?,Fees
002_0024,"I am non-EU national, do I need to pay more?",Fees
003_0024,Do I have to pay upfront for this course?,Fees
004_0024,Do you offer student tuition fee loans?,Fees
005_0024,When do I have to pay the first installment?,Fees
006_0024,What is the deadline for the first installment?,Fees
007_0024,What is the total cost of the programme?,Fees
008_0024,Are there any other costs other than tuition fees?,Fees
009_0024,Should I be aware of any other costs?,Fees
010_0024,What do tuition fees cover?,Fees
011_0024,How do I apply for a tuition fee waiver?,Fees
012_0024,How many students get a tuition fee waiver?,Fees
013_0024,What are the criteria for a tuition fee waiver?,Fees
014_0024,Are there any other expenses?,Fees
015_0024,Do I get a discount if I pay upfront?,Fees
016_0024,When do I have to pay the installments for Semester B?,Fees
017_0024,When do I have to pay the installments for the second semester?,Fees
018_0024,When do I have to pay the installments for Semester C?,Fees
019_0024,When do I have to pay the installments for the third semester?,Fees
020_0024,How much do I have to pay per semester?,Fees
021_0024,Where do I pay the tuition fees?,Fees
022_0024,Where can I find information about tuition fees?,Fees
023_0024,Where can I find information on the cost of the course?,Fees
024_0024,Do I pay per module or per semester?,Fees
025_0024,Do I need to make a payment before the first semester begins?,Fees
026_0024,How much does the program cost?,Fees
027_0024,"I am EU national, what are the course fees?",Fees
028_0024,Does the University offer any options to help me fund the Masters?,Fees
029_0024,Should I be prepared to pay for additional items and equipment?,Fees
030_0024,Can I make my payments at the end of the semester?,Fees
031_0024,"I need some help, how can I contact the University administration?",Contact
032_0024,What is the University's administration's telephone number?,Contact
033_0024,What times is the administration's office available?,Contact
034_0024,When does the administration's office open?,Contact
035_0024,When is the administration's office open?,Contact
036_0024,Who do I contact for more information?,Contact
037_0024,Are student administration offices open on Saturday?,Contact
038_0024,Is there any contact form?,Contact
039_0024,What is the University's address?,Contact
040_0024,Where is the University located?,Contact
041_0024,How can I get in touch with somebody in person?,Contact
042_0024,How can I speak with someone in person?,Contact
043_0024,Which building houses the administrative office?,Contact
044_0024,Where is the deparment located?,Contact
045_0024,"I need to post a letter to the administration office, what is the zip code?",Contact
046_0024,Where is the administration office located on campus?,Contact
047_0024,What campus is the office located on?,Contact
048_0024,What's the University e-mail?,Contact
049_0024,Is there a way to reach you by mail?,Contact
050_0024,Is there a way to reach you by telephone?,Contact
051_0024,When does the administration's office open?,Contact
052_0024,Where can I get additional information?,Contact
053_0024,How can I speak with someone in person?,Contact
054_0024,What is the address for posting a letter to the administration office?,Contact
055_0024,On which campus is the office located?,Contact
056_0024,Do you have a contact form I can complete?,Contact
057_0024,Is it possible to contact you by mail? ,Contact
058_0024,Is it possible to reach you by phone?,Contact
059_0024,Is the administration office open in the evening?,Contact
060_0024,What's the location of the campus?,Contact
061_0024,How can I find more information about the teaching faculty?,Instructors
062_0024,Where can I learn more about the teaching staff?,Instructors
063_0024,Who is teaching Deep Learning?,Instructors
064_0024,How many instructors are teaching in this course?,Instructors
065_0024,How many lecturers are there in this course?,Instructors
066_0024,Which instructors are specialized in NLP?,Instructors
067_0024,I want to learn more about the course's staff,Instructors
068_0024,I want to find more details about the teaching faculty,Instructors
069_0024,What's the e-mail address of the director of this course?,Instructors
070_0024,Who is leading this course?,Instructors
071_0024,How can I contact my tutor?,Instructors
072_0024,What are Nikolaou's contact details?,Instructors
073_0024,How can I contact my Math professor?,Instructors
074_0024,"Need to contact one of my professors, where do I find their contact info?",Instructors
075_0024,What is the teaching staff for the course?,Instructors
076_0024,I'm interested in more information into the teaching faculty research experience,Instructors
077_0024,What research experience do the professors have?,Instructors
078_0024,What kind of research background do the academics have?,Instructors
079_0024,"I need to call Leligou, can you give me her contact details?",Instructors
080_0024,Can you provide me with Leligou's contact information?,Instructors
081_0024,Where can I check the faculty's active research areas?,Instructors
082_0024,Who are the members of the academic staff?,Instructors
083_0024,Who are the academic staff members?,Instructors
084_0024,I need the instructors' e-mail address,Instructors
085_0024,How much experience do professors have?,Instructors
086_0024,Where do I see the instructors' profiles?,Instructors
087_0024,Can I have more information about the teaching staff?,Instructors
088_0024,I need to contact one of the teaching personnel,Instructors
089_0024,Where can I find out who teaches which courses?,Instructors
090_0024,Where can I learn who teaches particular classes?,Instructors
091_0024,Who are the guest lecturers?,Invited
092_0024,Are there any guest lecturers?,Invited
093_0024,Are there any invited lecturers for specific subjects?,Invited
094_0024,What fields are invited lecturers experts in?,Invited
095_0024,What areas of expertise do invited lecturers have?,Invited
096_0024,Is there any extra instruction with guest lecturers on the course?,Invited
097_0024,How can I find out who the guest lecturers are?,Invited
098_0024,Where can I find contact info for the invited lecturers?,Invited
099_0024,Are there any visiting lecturers?,Invited
100_0024,How can I contact the lecturer that was invited today?,Invited
101_0024,How can I get in touch with the professor that was invited last week?,Invited
102_0024,Can you outline the visiting faculty areas of expertise?,Invited
103_0024,Is Elon Musk among the invited speakers?,Invited
104_0024,What areas of expertise do invited lecturers have?,Invited
105_0024,Is there any additional training provided by guest lecturers on the course?,Invited
106_0024,What is the best way to find out who the guest speakers are?,Invited
107_0024,Where can I obtain contact information for the invited speakers?,Invited
108_0024,How can I get in touch with the professor that was invited today?,Invited
109_0024,Can you describe the areas of competence of the visiting faculty?,Invited
110_0024,Are there any external staff attending our lectures?,Invited
111_0024,Can you describe the areas of competence of the visiting faculty?,Invited
112_0024,Does the list of invited lecturers include Jeff Bezos?,Invited
113_0024,What topics do invited lecturers cover? ,Invited
114_0024,Are invited lecturers prominent in the field of AI?,Invited
115_0024,What can I learn from the guest instructors?,Invited
116_0024,Is Jeff Bezos on the list of invited lecturers?,Invited
117_0024,Are the invited speakers well-known in the field of artificial intelligence?,Invited
118_0024,What can the guest professors teach me?,Invited
119_0024,Are the invited lecturers experts in topics related to this course?,Invited
120_0024,Are the invited lecturers knowledgeable on the topics covered in this course?,Invited
121_0024,Are applications open?,Applications
122_0024,When do application open?,Applications
123_0024,Can I register for the spring semester now?,Applications
124_0024,Can I register for the winter semester now?,Applications
125_0024,What is the deadline for applying for this course?,Applications
126_0024,When is the application deadline for this course?,Applications
127_0024,Where do I find more information about applying for this course?,Applications
128_0024,I need more information about the admission process,Applications
129_0024,Do you accept students monthly?,Applications
130_0024,What do I need to have to be eligible for this course?,Applications
131_0024,What are the prerequisites for applying to this course?,Applications
132_0024,What are the requirements for enrolling in this course?,Applications
133_0024,What are the pre-enrollment requirements?,Applications
134_0024,What do I need to apply for this course?,Applications
135_0024,I want to find more information about the application process,Applications
136_0024,I want to apply for the course,Applications
137_0024,Do you accept Fall and Spring applications?,Applications
138_0024,I'd like to know more of the application process,Applications
139_0024,"I'd like to apply for the course, what do I need to do?",Applications
140_0024,When is the application deadline for this course?,Applications
141_0024,Can I still apply for this semester?,Applications
142_0024,I'd want to learn more about the admissions process.,Applications
143_0024,What are the requirements for enrolling in this course? ,Applications
144_0024,What are the prerequisites for enrollment?,Applications
145_0024,What are the prerequisites for taking this course?,Applications
146_0024,What information do I need to apply for this course?,Applications
147_0024,Where can I learn more about applying for this course?,Applications
148_0024,How are student are evaluated to be selected for the course?,Applications
149_0024,How student selection is carried out?,Applications
150_0024,What do I need for my candidate file?,Applications
151_0024,Where can I see the programme outline?,Curriculum
152_0024,What's in each semester?,Curriculum
153_0024,What modules do I need to take to earn a minor as well?,Curriculum
154_0024,How many credits is each module?,Curriculum
155_0024,How many credits does each module have?,Curriculum
156_0024,I want to see the course curriculum,Curriculum
157_0024,How many semesters are there?,Curriculum
158_0024,In which semester do we learn about autonomous vehicles?,Curriculum
159_0024,What's the module outline of NLP?,Curriculum
160_0024,How can I learn more about the courses taught?,Curriculum
161_0024,Are courses instructor-led or self-learn?,Curriculum
162_0024,Is the assessment for mathematics assignement based or exam?,Curriculum
163_0024,How many courses are in each semester?,Curriculum
164_0024,What modules are optional?,Curriculum
165_0024,What is the credit value of each course?,Curriculum
166_0024,Are all courses taught at any of the two points in the year?,Curriculum
167_0024,What is the format of the summative assessment in the modules of the first semester?,Curriculum
168_0024,What are the core courses for the second semester?,Curriculum
169_0024,Is the MSc thesis an individual project?,Curriculum
170_0024,What are the learning outcomes for each module?,Curriculum
171_0024,Where can I find a description of each module?,Curriculum
172_0024,What modules do I need to get a Minor in Autonomous Systems?,Curriculum
173_0024,What are the key concepts covered in AIDL_A1?,Curriculum
174_0024,Do I have to select between the two minors?,Curriculum
175_0024,What are the main ideas covered in Artificial Intelligence Today?,Curriculum
176_0024,Are the modules up to date with the current advancements?,Curriculum
177_0024,I can't find the programme specification,Curriculum
178_0024,Where can I find the syllabus for the course?,Curriculum
179_0024,Are notes for courses in Greek or English?,Curriculum
180_0024,What are the potential topics for projects in the Deep Learning course?,Curriculum
181_0024,Is the new schedule released?,Schedule
182_0024,Is the winter schedule available?,Schedule
183_0024,Is the winter calendar available?,Schedule
184_0024,Is the room planning released?,Schedule
185_0024,Where can I see the spring 2021 schedule?,Schedule
186_0024,Is the semester's room planning available online?,Schedule
187_0024,When do classes start for the next semester?,Schedule
188_0024,How many weeks does this semester last?,Schedule
189_0024,How long does this semester last?,Schedule
190_0024,When is the examination period?,Schedule
191_0024,When do exams take place?,Schedule
192_0024,When are the courses scheduled?,Schedule
193_0024,When are the classes going to be held?,Schedule
194_0024,Do we have classes over the christmas period?,Schedule
195_0024,When is the University shut for Easter?,Schedule
196_0024,When will the University be closed for xmas?,Schedule
197_0024,What days of the week are the courses taught?,Schedule
198_0024,Where can I see the class timetable?,Schedule
199_0024,When is the class slated to begin?,Schedule
200_0024,Are there morning classes?,Schedule
201_0024,Do we have classes next week?,Schedule
202_0024,When is the semester over?,Schedule
203_0024,When does the semester end?,Schedule
204_0024,What time do lectures start?,Schedule
205_0024,Is there a contigency plan just in case?,Schedule
206_0024,Are public holidays included in the Schedule?,Schedule
207_0024,Are courses schedule for Fridays?,Schedule
208_0024,What happens after week 13?,Schedule
209_0024,Is the winter and spring schedule the same?,Schedule
210_0024,Cant find any information about the classes the teaching takes place,Schedule
211_0024,Is there a student registry?,Registry
212_0024,How can I access the student portal?,Registry
213_0024,What's the link for the student portal?,Registry
214_0024,How can I go to the student portal?,Registry
215_0024,What services are included in the student portal?,Registry
216_0024,Where can I see my student profile info?,Registry
217_0024,Where can I find out my registration number?,Registry
218_0024,"I forgot my exam candidate number, where can I find it?",Registry
219_0024,How can I access IT Services?,Registry
220_0024,How can I access the Programme Specification?,Registry
221_0024,Where can I access my grades?,Registry
222_0024,Where can I find my grades?,Registry
223_0024,Can I alter my class enrollment?,Registry
224_0024,What does the class enrollment involve?,Registry
225_0024,I was asked to participate in the class evaluation but I don't know how,Registry
226_0024,What is the URL of the student portal?,Registry
227_0024,What services are available through the student portal?,Registry
228_0024,Where can I get information about my student profile?,Registry
229_0024,Where can I look up my exam candidate number?,Registry
230_0024,How can I gain access to IT Services?,Registry
231_0024,How can I change my class registration?,Registry
232_0024,I can't locate the link for the student portal,Registry
233_0024,What's the website for the student services portal?,Registry
234_0024,Does the University offer access to IT Services?,Registry
235_0024,Where can I check my student status?,Registry
236_0024,Are student services on eclass or canvas?,Registry
237_0024,What is student registry for?,Registry
238_0024,Do you have a Online Student Registration Management System?,Registry
239_0024,Is there an online gateway to access my student information?,Registry
240_0024,Is there an online portal where I can view my student information?,Registry
241_0024,Hello how are you?,Irrelevant
242_0024,I'm hungry,Irrelevant
243_0024,What is this?,Irrelevant
244_0024,Who are you?,Irrelevant
245_0024,Can I speak with the manager?,Irrelevant
246_0024,What's good on the menu?,Irrelevant
247_0024,Oh ok,Irrelevant
248_0024,Ok thanks,Irrelevant
249_0024,Is this course any good?,Irrelevant
250_0024,Can I bring my dog to class?,Irrelevant
251_0024,What does uniwa mean?,Irrelevant
252_0024,Ok bye,Irrelevant
253_0024,Are you a real person?,Irrelevant
254_0024,How ancient is the ancient olive grove?,Irrelevant
255_0024,Do I get free olives or olive oil if I'm a student?,Irrelevant
256_0024,No I don't mean that,Irrelevant
257_0024,What are the career prospects?,Irrelevant
258_0024,I can't find anything ,Irrelevant
259_0024,The website sucks,Irrelevant
260_0024,Is this course even real?,Irrelevant
261_0024,What is your campus culture and environment?,Irrelevant
262_0024,How helpful and accessible are instructors?,Irrelevant
263_0024,Do students actively work/study together and help each other?,Irrelevant
264_0024,What is campus student life like?,Irrelevant
265_0024,What are popular student clubs and how active is your student government?,Irrelevant
266_0024,What careers have recent graduates gone on to?,Irrelevant
267_0024,Is it raining?,Irrelevant
268_0024,What's for food today at the University?,Irrelevant
269_0024,Is there a cafeteria close by?,Irrelevant
270_0024,The website is very slow,Irrelevant
271_0024,Where can I find the template documents?,Documents
272_0024,What are the regulation documents I need?,Documents
273_0024,Where can I find the fee waiver rules?,Documents
274_0024,I need a template for my thesis submission,Documents
275_0024,What are the regulations for the MSc Thesis?,Documents
276_0024,Is there any assignment template I can use?,Documents
277_0024,Where is the application document for the graduation?,Documents
278_0024,"I need to extend my semester for the dissertation, what do I need to submit?",Documents
279_0024,Where can I find the study regulations?,Documents
280_0024,Is this course accredited by the Greek government?,Documents
281_0024,"I was told I need to submit an application for making modifications for my course, what do I need to do?",Documents
282_0024,What do I need to do to apply for graduation?,Documents
283_0024,Is any cover page template available?,Documents
284_0024,Where can I read more about the tuition fees regulations?,Documents
285_0024,What do I need to fill in to submit my thesis proposal?,Documents
286_0024,Do I need to make my own cover pages or does the University supply templates?,Documents
287_0024,What templates do I need to use to submit my project proposal?,Documents
288_0024,What regulatory documentation do I require?,Documents
289_0024,Where can I find the graduation application?,Documents
290_0024,What do I need to submit if I need to extend my semester for the dissertation?,Documents
291_0024,What should I do if I'm told I need to submit an application to make changes to my course?,Documents
292_0024,What should I do to apply for graduation?,Documents
293_0024,Is there a template for a cover page available?,Documents
294_0024,Where can I download the template for the thesis submission?,Documents
295_0024,Is the course authorized?,Documents
296_0024,Where can I download the application documents I need?,Documents
297_0024,"I need the templates for my thesis submission, where can I download them?",Documents
298_0024,Where can I find the evaluation document for the dissertation?,Documents
299_0024,Are the templates in pdf or docx?,Documents
